id,nombre,distrito,lat,lng,zona,subzona,precioMedio,precioM2,metrosCuadrados,fuente,fechaActualizacion,ventajas,desventajas
"122","Corralejos","Barajas","40.4689","-3.5856","Capital","","1180","15.5","76","OCU","Octubre 2025","Muy económico - una de las opciones más asequibles de Barajas | Zona residencial tranquila - calles con poco tráfico y ambiente sosegado | Tranquilo y seguro - baja criminalidad y tráfico reducido | Cerca del aeropuerto - ideal para empleados del sector aeronáutico | Comercio local muy económico - precios imbatibles en productos básicos | Fácil aparcamiento absoluto - nunca problemas de estacionamiento | Comunidad vecinal muy unida - asociaciones y actividades comunitarias | Oportunidad para economías ajustadas - precio casi imbatible","Ruido constante de aviones - calidad acústica muy afectada 24/7 | Extremadamente alejado del centro - 40-45 minutos en transporte público | Servicios muy limitados - solo lo más básico disponible en radio cercano | Sin metro cercano - dependencia total de autobuses con frecuencias limitadas | Falta total de opciones culturales y de ocio - desierto de actividades | Población muy envejecida - falta de rejuvenecimiento generacional | Aislamiento total - percepción de vivir en el olvido del distrito"
"123","Orcasitas","Usera","40.3734","-3.7034","Capital","","1100","15","73","Idealista","Octubre 2025","Precio muy asequible - una de las opciones más económicas del sur de Madrid | Metro Orcasitas (L3) - conexión directa con centro en 20 minutos | Zona en renovación activa - Plan Integral de Regeneración Urbana en curso | Comercio local muy activo - Mercado de Orcasitas y tiendas tradicionales | Parque de Pradolongo cercano - mayor zona verde del distrito Usera | Ambiente multicultural y diverso - mezcla de culturas y nacionalidades | Servicios básicos completos: colegios, centros de salud, farmacias | Comunidad vecinal muy organizada - asociaciones y actividades comunitarias","Zona algo degradada en algunas calles - necesidades de mejora urbana | Lejos del centro histórico - 25-30 minutos en transporte público | Edificios muy antiguos de los años 60-70 - necesidades de reforma integral | Percepción de inseguridad en algunas zonas - aunque estadísticas mejoran | Tráfico en Calles Dolores Barranco y Amparo Usera - ejes congestionados | Falta de opciones culturales y de ocio - limitado a comercio básico | Estigma social persistente - imagen de barrio conflictivo aunque injusta"
"124","Orcasur","Usera","40.3678","-3.7089","Capital","","1080","14.5","74","Fotocasa","Octubre 2025","Uno de los más económicos de Usera - precio casi imbatible en Madrid sur | Metro San Fermín-Orcasur (L3) - conexión directa con centro | Barrio multicultural vibrante - diversidad étnica y cultural | Proyectos de renovación urbana activos - inversión municipal constante | Comercio local muy económico - precios imbatibles en productos básicos | Parque de Pradolongo a 10 minutos - amplia zona verde con instalaciones | Servicios sociales activos - programas de integración y apoyo comunitario | Oportunidad para economías muy ajustadas - último reducto de precios bajos","Zona conflictiva en algunas áreas específicas - problemas puntuales de convivencia | Muy alejado del centro de Madrid - 30-35 minutos en transporte público | Servicios básicos limitados - falta de opciones culturales y de ocio | Edificios deteriorados en algunas manzanas - necesidades de rehabilitación urgente | Transporte público menos frecuente - esperas más largas que en zonas céntricas | Falta de inversión privada - comercio muy local y básico | Imagen social muy negativa - estigma difícil de superar"
"125","San Fermín","Usera","40.3645","-3.7156","Capital","","1050","14","75","OCU","Octubre 2025","Precio muy bajo - opción más económica de Usera con metro | Metro San Fermín (L3) - conexión directa con centro en 25 minutos | Barrio tranquilo en calles interiores - alejado de ejes principales | Cerca de instalaciones deportivas - polideportivo y pistas municipales | Comercio local muy económico - precios imbatibles en alimentación | Ambiente familiar auténtico - población residente de toda la vida | Fácil aparcamiento - menor presión vehicular que zonas céntricas | Oportunidad máxima de ahorro - precio casi imbatible con conexión","Extremadamente alejado del centro - 35-40 minutos en transporte público | Zona con problemática social compleja - necesidades de intervención social | Edificios muy antiguos de los años 50-60 - necesidades de reforma integral | Pocos servicios disponibles - solo lo más básico en radio cercano | Falta total de opciones culturales y de ocio - desierto de actividades | Transporte público muy limitado - frecuencias escasas en horarios valle | Aislamiento total - percepción de vivir en el olvido del distrito"
"126","Almendrales","Usera","40.3823","-3.7089","Capital","","1120","15","75","Bankinter","Octubre 2025","Precio asequible - equilibrio entre coste y servicios en Usera | Metro Usera (L6) - conexión directa con centro en 18 minutos | Comercio local activo y variado - Calles Marcelo Usera y Amparo Usera | Barrio tranquilo y residencial - calles poco transitadas | Servicios básicos completos: colegios, centros de salud, farmacias | Ambiente multicultural consolidado - diversidad bien integrada | Comunicación excelente: Metro L6 y múltiples líneas de autobús | Proceso de mejora urbana constante - rehabilitaciones en curso","Lejos del centro histórico - 20-25 minutos en transporte público | Edificios antiguos de los años 60-70 - necesidades de modernización | Pocas zonas verdes significativas - solo pequeñas plazas interiores | Servicios básicos - falta de opciones culturales y de ocio de calidad | Tráfico en ejes principales - Calles Marcelo Usera congestionadas | Comercio muy convencional - pocas opciones alternativas o modernas | Imagen de barrio humilde - aunque en proceso de mejora constante"
"127","Moscardó","Usera","40.3878","-3.7123","Capital","","1150","15.5","74","Properfy","Octubre 2025","Precio competitivo - buena relación calidad-precio en Usera | Cerca de Pradolongo - acceso a mayor parque del distrito | Transporte público eficiente - Metro Usera (L6) y autobuses | Zona residencial tranquila - calles ordenadas y poco transitadas | Comercio local en Calles Moscardó y Rafaela Ybarra | Ambiente familiar consolidado - población residente estable | Servicios básicos completos - todo necesario en radio cercano | Proceso de renovación urbana - mejoras en espacios públicos","Algo alejado del centro - 25-30 minutos en transporte público | Edificios de los 60-70 - arquitectura funcional sin carácter | Pocas opciones de ocio y cultura - limitado a comercio básico | Servicios limitados - falta de opciones especializadas | Tráfico en Calles Rafaela Ybarra - eje principal congestionado | Falta de dinamismo comercial - comercio orientado a necesidades básicas | Imagen de barrio convencional - sin especial atractivo urbano"
"128","Zofío","Usera","40.3912","-3.7089","Capital","","1180","16","74","Idealista","Octubre 2025","Precio razonable para zona bien comunicada - equilibrio ideal | Metro Usera (L6) y Plaza Elíptica cerca - intercambiador importante | Bien comunicado: Metro L6, L11 y múltiples líneas de autobús | Comercio activo y variado - Calles Nicolás Usera y General Ricardos | Servicios completos: colegios, centros de salud, bancos, farmacias | Ambiente comercial vibrante - uno de los ejes comerciales de Usera | Comunicación excelente con toda la ciudad - acceso rápido a M-30 | Proceso de revitalización comercial - nuevos negocios y servicios","Lejos del centro histórico - 20-25 minutos en transporte público | Tráfico denso (M-30 cerca) - ruido y contaminación constantes | Edificios antiguos de los años 60-70 - necesidades de reforma | Ruido en algunas zonas - actividad comercial y vehicular intensa | Falta de tranquilidad absoluta - imposible silencio en ejes principales | Estacionamiento complicado - zona comercial con alta rotación | Presión comercial constante - calles muy transitadas y ruidosas"
"129","El Pardo","Fuencarral-El Pardo","40.5189","-3.7734","Capital","","1650","21","79","Bankinter","Octubre 2025","Entorno natural privilegiado dentro del Monte de El Pardo, reserva de la biosfera con protección especial | Extrema tranquilidad y baja densidad poblacional (menos de 3.500 habitantes), ideal para desconexión urbana | Palacio Real de El Pardo y monumentos históricos de acceso exclusivo para residentes y visitas guiadas | Seguridad ciudadana excepcional con vigilancia las 24 horas debido a proximidad con instalaciones oficiales | Conexión rápida por M-30 y M-40 hacia noroeste de Madrid (15 min a Puerta de Hierro) | Colegios públicos con ratios alumno-profesor de 12:1, muy por debajo de la media madrileña | Comunidad vecinal muy cohesionada y estable, con alto sentido de pertenencia al barrio | Calidad del aire excelente gracias a la masa forestal circundante y baja densidad de tráfico","Aislamiento significativo del centro de Madrid (45-60 minutos en transporte público) | Dependencia absoluta del vehículo privado para vida diaria y abastecimiento | Oferta comercial y de servicios extremadamente limitada (solo comercios básicos) | Ausencia total de metro y conexiones de transporte público eficientes | Precios inmobiliarios 25% superiores a la media del distrito por exclusividad"
"130","Fuentelarreina","Fuencarral-El Pardo","40.4789","-3.7089","Capital","","1380","18.5","75","Properfy","Octubre 2025","Precio de vivienda 15% inferior a la media de Madrid noroeste con buena relación calidad-precio | Estación de metro Begoña (L10) a 5-10 minutos caminando con conexión directa a Plaza de Castilla | Ambiente residencial tranquilo y familiar con baja rotación de vecinos | Comercio de proximidad bien establecido en calles principales como Avenida de La Victoria | Colegios públicos y concertados con buenas valoraciones en rankings educativos 2024 | Fácil acceso a M-40 (salida 16) para conexión rápida con otras zonas de Madrid | Proximidad al Hospital La Paz (10 min en transporte) para necesidades sanitarias especializadas | Zonas verdes mantenidas y áreas infantiles en plazas interiores del barrio","Edificios de construcción años 70-80 que requieren rehabilitación energética | Oferta de ocio nocturno y restauración muy limitada fuera de horario comercial | Dificultad de aparcamiento en horas punta por alta densidad residencial | Conexión deficiente con el centro histórico (mínimo 1 transbordo en metro) | Falta de espacios verdes de gran tamaño dentro del perímetro del barrio"
"131","Peñagrande","Fuencarral-El Pardo","40.4867","-3.7178","Capital","","1320","18","73","Idealista","Octubre 2025","Precios de alquiler más competitivos del distrito (18€/m² vs 21€/m² media distrito) | Estación de metro Antonio Machado (L7) integrada en el tejido urbano del barrio | Tradición comercial arraigada en calles como Peñagrande y Islas Cíes con amplia variedad | Ambiente familiar consolidado con alta presencia de servicios educativos y deportivos | Comunicación directa con centro financiero de AZCA vía L7 (25 minutos) | Centros de salud renovados en 2023 con ampliación de especialidades | Proyectos de rehabilitación de fachadas y mejora de accesibilidad en desarrollo | Ratio de zonas verdes por habitante superior a la media de distritos noroccidentales","Edificios de los años 60-70 con deficiencias en aislamiento acústico y térmico | Espacios verdes de pequeño tamaño y limitada calidad paisajística | Vida nocturna prácticamente inexistente fuera de establecimientos tradicionales | Saturación de transporte público en horas punta por alta dependencia del metro | Falta de equipamientos culturales y de ocio de calidad en el entorno inmediato"
"132","Barrio del Pilar","Fuencarral-El Pardo","40.4756","-3.7234","Capital","","1350","18.5","73","Fotocasa","Octubre 2025","Excelente conectividad con 3 estaciones de metro (Pilar, Barrio del Pilar, Peñagrande) | Centro Comercial La Vaguada como polo comercial de referencia en el noroeste de Madrid | Tradición vecinal muy arraigada con amplia red de asociaciones y actividades comunitarias | Amplia oferta educativa con 8 colegios públicos y 6 concertados en radio cercano | Parque de la Vaguada como principal pulmón verde con 6 hectáreas de zonas ajardinadas | Precios de vivienda estables y asequibles para zona tan bien comunicada | Servicios sanitarios completos con Centro de Especialidades del Barrio del Pilar | Frecuentes mejoras urbanísticas con presupuesto específico del Ayuntamiento 2024-2025","Tráfico denso en ejes principales como Avenida de Monforte de Lemos en horas punta | Estética urbana uniforme con predominio de arquitectura de bloques de los 60-70 | Limitada oferta de vivienda nueva y rehabilitada de alta calidad | Saturación de zonas comunes y equipamientos por alta densidad poblacional | Dificultad de aparcamiento en superficie con alta rotación de vehículos"
"133","La Paz","Fuencarral-El Pardo","40.4678","-3.6889","Capital","","1420","19","75","OCU","Octubre 2025","Proximidad inmediata al Hospital Universitario La Paz, centro sanitario de referencia nacional | Excelente comunicación mediante metro Begoña (L10) y múltiples líneas de autobús urbano | Amplia oferta de servicios médicos y farmacéuticos especializados en el entorno | Conexión rápida con M-30 y M-40 para desplazamientos en vehículo privado | Zona bien dotada de comercios de alimentación y servicios diarios en calles principales | Presencia de colegios con programas educativos especializados en ciencias de la salud | Seguridad urbana reforzada por constante flujo de personal sanitario y visitantes | Proyectos de modernización de espacios públicos con presupuesto 2024 aprobado","Tráfico intenso y constante por afluencia al hospital las 24 horas del día | Dificultad extrema de aparcamiento tanto en superficie como en parkings públicos | Edificios con antigüedad media superior a 40 años y necesidades de rehabilitación | Ambiente urbano orientado principalmente a servicios sanitarios más que residencial | Precios de alquiler inflados por demanda de profesionales sanitarios temporales"
"134","Valverde","Fuencarral-El Pardo","40.4823","-3.6989","Capital","","1300","17.5","74","Bankinter","Octubre 2025","Precios de vivienda más competitivos del distrito (17,5€/m² vs 19,5€/m² media) | Ambiente residencial tranquilo y familiar con baja incidencia de ruido y tráfico | Comercio de proximidad bien establecido en eje de Calle de Valverde con variedad suficiente | Fácil acceso a zonas verdes del distrito como Parque de la Vaguada (10 min caminando) | Comunicación aceptable mediante autobuses urbanos que conectan con intercambiadores | Comunidad vecinal estable con baja rotación y buen nivel de convivencia | Proyectos de mejora de accesibilidad y renovación de aceras programados para 2025 | Ratio favorable de plazas escolares por habitante en edad educativa","Distancia a estaciones de metro (15-20 min caminando hasta Antonio Machado o Barrio del Pilar) | Edificios de los años 70-80 con necesidades de actualización de instalaciones | Oferta limitada de ocio, restauración y cultura en el entorno inmediato | Dependencia del transporte público para desplazamientos laborales y de estudio | Falta de equipamientos deportivos y culturales de calidad dentro del barrio"
"135","Mirasierra","Fuencarral-El Pardo","40.4956","-3.7289","Capital","","1550","20.5","76","Properfy","Octubre 2025","Urbanización de alta calidad con viviendas unifamiliares y edificios de baja densidad | Vistas panorámicas excepcionales de la sierra de Madrid y noroeste de la ciudad | Amplias zonas verdes privadas y públicas con excelente mantenimiento y diseño | Ambiente exclusivo y tranquilo con alta seguridad privada y vigilancia 24 horas | Colegios internacionales y de alto prestigio educativo en radio cercano | Conexión rápida con M-40 y M-607 para desplazamientos en vehículo privado | Calidad constructiva superior con materiales premium y acabados de alta gama | Proximidad a instalaciones deportivas exclusivas y clubes sociales privados","Precios inmobiliarios 35% superiores a la media del distrito por exclusividad | Ausencia total de metro y dependencia de autobuses interurbanos para transporte público | Necesidad casi obligatoria de vehículo privado para vida diaria y abastecimiento | Oferta comercial muy limitada y orientada a productos premium de alto coste | Aislamiento relativo del resto de la ciudad y sensación de burbuja residencial"
"136","El Goloso","Fuencarral-El Pardo","40.5089","-3.6889","Capital","","1280","17.5","73","Idealista","Octubre 2025","Precios de vivienda más asequibles del distrito con amplia oferta de vivienda protegida | Entorno natural privilegiado en límite urbano con aire puro y baja contaminación | Extrema tranquilidad y baja densidad de tráfico por situación periférica | Proximidad a instalaciones militares que garantizan alta seguridad en la zona | Comunidad vecinal muy unida con fuerte identidad de barrio tradicional | Amplios espacios abiertos y posibilidades de actividades al aire libre | Conexión directa con la sierra de Madrid mediante carreteras comarcales | Proyectos de desarrollo urbanístico controlado con preservación de entorno natural","Aislamiento extremo del centro de Madrid (mínimo 60-75 minutos en transporte público) | Servicios básicos muy limitados y dependencia de barrios colindantes para abastecimiento | Ausencia total de metro y frecuencia reducida de autobuses interurbanos | Necesidad absoluta de vehículo privado para cualquier actividad cotidiana | Oferta educativa, sanitaria y comercial muy básica e insuficiente para necesidades complejas"
"137","Casco Histórico de Vicálvaro","Vicálvaro","40.4012","-3.6089","Capital","","1150","15.5","74","Fotocasa","Octubre 2025","Precios de vivienda 25% inferiores a la media de Madrid con excelente relación calidad-precio | Estación de metro Vicálvaro (L9) integrada en el casco urbano con conexión directa a Plaza de Castilla | Conserva el encanto de pueblo tradicional con arquitectura histórica y plaza principal emblemática | Comercio local arraigado en calles peatonales con establecimientos familiares de larga trayectoria | Comunidad vecinal muy activa con numerosas asociaciones y eventos culturales tradicionales | Proyectos de rehabilitación del patrimonio histórico con financiación municipal 2024-2025 | Conexión rápida con M-40 (salida 13) para acceso a centros empresariales del este | Ambiente tranquilo y familiar con baja densidad de tráfico en calles interiores","Distancia significativa al centro de Madrid (mínimo 35-40 minutos en transporte público) | Oferta de ocio y restauración limitada a establecimientos tradicionales sin variedad moderna | Proximidad a polígonos industriales que generan tráfico pesado en horarios laborales | Edificaciones antiguas con necesidades de actualización de instalaciones y eficiencia energética | Equipamientos deportivos y culturales básicos sin instalaciones de última generación"
"138","Valdebernardo","Vicálvaro","40.4089","-3.6012","Capital","","1200","16","75","OCU","Octubre 2025","Urbanización moderna y planificada con amplias zonas verdes y diseño urbano coherente | Precios competitivos para vivienda de reciente construcción con mejores estándares de calidad | Excelente conexión mediante metro Valdebernardo (L9) y múltiples líneas de autobús urbano | Parque de Valdebernardo como pulmón verde de 8 hectáreas con lago y zonas deportivas | Equipamientos educativos modernos con colegios públicos de reciente construcción | Comercio de proximidad bien estructurado en centros comerciales abiertos y calles peatonales | Alta seguridad urbana con diseño de manzanas cerradas y vigilancia privada en zonas comunes | Proyectos de movilidad sostenible con amplia red de carriles bici y zonas peatonales","Ambiente urbano algo artificial por ser zona de reciente desarrollo sin tradición vecinal | Dependencia casi total del transporte público para desplazamientos laborales y de ocio | Oferta cultural y de entretenimiento limitada comparada con barrios más consolidados | Sensación de uniformidad arquitectónica sin identidad histórica o elementos distintivos | Servicios especializados (médicos, administrativos) aún en desarrollo y crecimiento"
"139","Villa de Vallecas","Villa de Vallecas","40.3778","-3.6167","Capital","","1100","14.5","76","Bankinter","Octubre 2025","Precios de alquiler más asequibles de Madrid capital con amplia oferta de vivienda protegida | Estación de metro Villa de Vallecas (L1) con conexión directa al centro histórico en 25 minutos | Zona en expansión con numerosos proyectos de desarrollo urbano y nuevas promociones | Viviendas de construcción reciente con certificados energéticos superiores a la media | Comunidad vecinal muy activa y reivindicativa con fuerte identidad de barrio independiente | Amplias zonas de equipamientos públicos construidos en los últimos 5 años | Conexión directa con M-45 y A-3 para desplazamientos en vehículo privado | Proyectos de regeneración urbana con importantes inversiones públicas 2024-2026","Aislamiento perceptivo del resto de Madrid capital con sensación de municipio independiente | Oferta comercial básica y orientada a necesidades diarias sin establecimientos especializados | Infraestructuras de transporte saturadas en horas punta por alta dependencia del metro L1 | Servicios públicos (sanitarios, educativos) con ratios usuarios/servicio superiores a la media | Entorno urbano en transformación con obras constantes y espacios sin consolidar"
"140","San Cristóbal","Villaverde","40.3456","-3.7234","Capital","","1050","14","75","Properfy","Octubre 2025","Precios inmobiliarios entre los más bajos de Madrid capital con oportunidades de inversión | Estación de metro Villaverde Alto (L3) proporcionando conexión directa con el centro en 30 minutos | Proximidad a polígonos industriales de Villaverde con oportunidades laborales locales | Comercio tradicional arraigado en calles principales con precios competitivos | Proyectos de regeneración urbana incluidos en Plan Madrid Recupera 2024-2027 | Comunidad vecinal multicultural con rica diversidad y convivencia intercultural | Transporte público frecuente y económico con múltiples líneas de autobús complementarias | Centros sociales municipales con amplia programación cultural y formativa gratuita","Percepción de inseguridad en algunas calles secundarias y horarios nocturnos | Edificios con antigüedad media superior a 50 años y necesidades urgentes de rehabilitación | Limitada oferta de zonas verdes de calidad y espacios públicos bien mantenidos | Estigmatización social como zona desfavorecida que afecta a la imagen del barrio | Servicios públicos saturados por alta densidad poblacional y diversidad de necesidades"
"141","Butarque","Villaverde","40.3534","-3.7389","Capital","","1080","14.5","74","Idealista","Octubre 2025","Precios de vivienda extremadamente competitivos para Madrid capital | Estación de metro Villaverde Alto (L3) a distancia caminable con conexiones directas | Ambiente residencial tranquilo con baja incidencia de conflictos vecinales | Proximidad al Parque de Butarque como principal zona verde del distrito | Comunidad vecinal estable con baja rotación y buen nivel de convivencia | Proyectos de mejora de infraestructuras incluidos en presupuestos participativos 2025 | Comercio de proximidad suficiente para necesidades diarias con precios ajustados | Fácil acceso a M-40 y M-45 para desplazamientos en vehículo privado","Aislamiento geográfico marcado con sensación de desconexión del resto de Madrid | Oferta de servicios especializados muy limitada y dependencia de barrios colindantes | Edificaciones antiguas con deficiencias en aislamiento y eficiencia energética | Vida social y cultural prácticamente inexistente fuera del ámbito familiar | Escasas oportunidades laborales locales y necesidad de desplazamientos largos"
"142","Los Rosales","Villaverde","40.3389","-3.7089","Capital","","1020","13.5","76","Fotocasa","Octubre 2025","Precios de alquiler entre los más bajos del mercado madrileño con amplia disponibilidad | Estación de metro San Cristóbal (L3) integrada en el tejido urbano del barrio | Proyectos activos de renovación urbana con financiación europea Next Generation | Tradición obrera y lucha vecinal que ha generado fuerte cohesión comunitaria | Comercio local muy económico especializado en productos básicos y de primera necesidad | Transporte público económico y frecuente con bonificaciones para colectivos vulnerables | Centros sociales autogestionados con amplia oferta de actividades comunitarias | Proximidad a servicios municipales del distrito con atención directa y personalizada","Áreas específicas con problemáticas sociales complejas y necesidad de intervención | Edificios con grado avanzado de deterioro y necesidades estructurales de rehabilitación | Percepción de inseguridad consolidada que afecta a la imagen y valoración del barrio | Servicios públicos básicos con ratios de atención superiores a la media madrileña | Entorno urbano descuidado en algunas zonas con falta de mantenimiento municipal"
"143","Los Ángeles","Villaverde","40.3489","-3.7156","Capital","","1050","14","75","OCU","Octubre 2025","Precios inmobiliarios muy por debajo de la media de Madrid capital | Estación de metro Los Ángeles (L3) proporcionando conectividad esencial | Comercio de proximidad bien establecido en ejes comerciales tradicionales | Ambiente familiar consolidado con baja rotación de población residente | Comunidad vecinal con fuerte sentido de pertenencia e identidad local | Proyectos de mejora de accesibilidad y eliminación de barreras arquitectónicas | Transporte público adaptado y accesible para personas con movilidad reducida | Centros de salud con programas específicos para población en situación vulnerable","Procesos de degradación urbana avanzados en algunas manzanas y espacios públicos | Edificaciones con necesidades urgentes de rehabilitación integral y modernización | Limitada oferta de empleo local y alta dependencia de desplazamientos laborales | Servicios educativos y culturales básicos sin programas especializados o innovadores | Estigmatización territorial que dificulta la atracción de inversiones y nuevos residentes"
"144","San Andrés","Villaverde","40.3567","-3.7267","Capital","","1100","14.5","76","Bankinter","Octubre 2025","Precios de vivienda extremadamente competitivos dentro de la oferta madrileña | Estación de Cercanías San Cristóbal proporcionando conexión directa con Atocha en 15 minutos | Ambiente residencial tranquilo y familiar con bajo nivel de conflictividad | Comercio local económico especializado en productos de primera necesidad | Comunidad vecinal estable con relaciones intergeneracionales consolidadas | Proyectos de mejora de espacios públicos incluidos en planes de inversión local | Fácil acceso a principales vías de circulación para desplazamientos en vehículo | Centros municipales con programas específicos para tercera edad y familias","Edificios con antigüedad superior a 60 años y necesidades estructurales de intervención | Oferta de servicios públicos básica sin especialización ni programas innovadores | Entorno urbano con carencias estéticas y necesidad de renovación paisajística | Limitadas oportunidades de desarrollo personal y profesional dentro del barrio | Percepción de estancamiento urbano y falta de proyección de futuro"
"145","El Espinillo","Villaverde","40.3623","-3.7423","Capital","","1000","13","77","Properfy","Octubre 2025","Precios de alquiler más bajos de Madrid capital con oportunidades únicas de acceso a vivienda | Estación de Cercanías El Espinillo con conexiones directas a principales intercambiadores | Proyectos activos de regeneración urbana con importante inversión pública 2024-2026 | Comunidad vecinal muy cohesionada con fuerte capacidad de organización y reivindicación | Amplios espacios libres y solares con potencial para desarrollo de equipamientos | Programas municipales específicos de apoyo a familias en situación de vulnerabilidad | Transporte público bonificado para colectivos con dificultades económicas | Proximidad a grandes espacios naturales periurbanos con valor ambiental","Problemáticas sociales complejas que requieren intervención especializada y continuada | Edificaciones con grado crítico de deterioro y necesidades de realojo en algunos casos | Estigmatización social muy marcada que afecta a oportunidades de sus residentes | Servicios públicos insuficientes para la complejidad de necesidades existentes | Aislamiento geográfico y social que limita la integración con el resto de la ciudad"
"146","Los Ángeles (Villaverde Bajo)","Villaverde","40.3423","-3.7334","Capital","","1030","13.5","76","Idealista","Octubre 2025","Precios inmobiliarios muy por debajo de la media madrileña con alta disponibilidad | Proximidad a polígonos industriales con oportunidades de empleo local accesible | Comunicación aceptable mediante combinación de metro y autobuses urbanos | Ambiente residencial tranquilo en calles interiores con bajo tráfico rodado | Comercio local muy económico adaptado a poder adquisitivo de la población | Comunidad vecinal con fuerte arraigo y relaciones de proximidad consolidadas | Programas municipales de activación económica y apoyo al pequeño comercio | Espacios libres con potencial para desarrollo de nuevos equipamientos públicos","Procesos de envejecimiento urbano avanzados con necesidad de intervención integral | Edificaciones obsoletas con deficiencias en seguridad, accesibilidad y eficiencia | Oferta de servicios especializados prácticamente inexistente en el entorno inmediato | Limitadas oportunidades educativas y formativas de calidad dentro del barrio | Percepción de abandono institucional que afecta a la autoestima colectiva"
"147","Numancia","Puente de Vallecas","40.3978","-3.6589","Capital","","1280","17.5","73","Fotocasa","Octubre 2025","Precios de vivienda razonables para zona bien comunicada del sureste madrileño | Estación de metro Numancia (L1) con conexión directa al centro histórico en 20 minutos | Ambiente comercial muy activo en calles principales con amplia variedad de establecimientos | Comunicación excelente mediante combinación de metro, autobuses y cercanías | Comunidad vecinal diversa y dinámica con mezcla de población tradicional y nueva | Equipamientos públicos completos con centros de salud, bibliotecas y polideportivos | Proyectos de mejora de movilidad sostenible con ampliación de carriles bici 2024 | Fácil acceso a M-30 y M-40 para desplazamientos en vehículo privado","Edificios de los años 60-70 con necesidades de actualización de instalaciones comunes | Tráfico denso en ejes principales como Avenida de la Albufera en horas punta | Oferta limitada de zonas verdes de calidad y espacios de esparcimiento bien equipados | Saturación de transporte público en horas punta por alta densidad de usuarios | Procesos de gentrificación incipientes que pueden afectar a la accesibilidad económica"
"148","Portazgo","Puente de Vallecas","40.3889","-3.6612","Capital","","1250","17","74","OCU","Octubre 2025","Precios competitivos para zona con excelentes comunicaciones de transporte | Estación de metro Portazgo (L1) como nodo de conexión multimodal estratégico | Transporte público excepcional con múltiples opciones de metro, autobús y cercanías | Barrio consolidado con todos los servicios básicos y equipamientos necesarios | Comercio tradicional muy arraigado en calles comerciales con amplia variedad | Comunidad vecinal con fuerte identidad y capacidad de organización colectiva | Proyectos de renovación urbana en desarrollo con financiación pública garantizada | Conexión directa con principales ejes viarios para desplazamientos rápidos","Edificaciones antiguas que requieren inversión en rehabilitación energética y accesibilidad | Tráfico intenso y constante por situación de nudo de comunicaciones del distrito | Oferta de ocio nocturno muy limitada fuera de establecimientos tradicionales | Espacios públicos con necesidades de modernización y mejora de mantenimiento | Presión urbanística por valor estratégico de su localización dentro del distrito"
